"Story","Title","Result","Date","Stability","Duration (s)"
"Registrar producto","Agregar producto al carrito después de iniciar sesión","PENDING","2023-06-10T20:51:48.218-05:00[America/Bogota]","0.0","0.18"
"Loguearse en la pagina de prueba","Loguearse de manera exitosa en la pagina elempleo.com","PENDING","2023-01-15T18:42:19.951-05:00[America/Bogota]","0.0","0.23"
